language,headline,text,url,source
somali,"Dunida Iyo Maanta, 06/03/2026 GMT",Barnaamij aan ku eegno wararkii ugu dambeeyay ee caalamka iyo Soomaalida. Barnaamijka aroornimo ee soo bandhiga wararka gogoldhaca u ah maalinta iyo cayaaraha. Barnaamij aan ku eegno wararkii ugu dambeeyay ee caalamka iyo Soomaalida. Barnaamijka aroornimo ee soo bandhiga wararka gogoldhaca u ah maalinta iyo cayaaraha. Barnaamij aan ku eegno wararkii ugu dambeeyay ee caalamka iyo Soomaalida. © 2026 BBC. BBC masuul kama ahan macluumadka bogagga kale ee dibadda. Akhri xogta ku saabsan sida aan u abaarno bogagga dibadda.,https://www.bbc.com/somali/bbc_somali_radio/w1730b9rswhrm7q,bbc_scraped
somali,"Dunida Iyo Maanta, 05/03/2026 GMT",Barnaamij aan ku eegno wararkii ugu dambeeyay ee caalamka iyo Soomaalida. Barnaamijka aroornimo ee soo bandhiga wararka gogoldhaca u ah maalinta iyo cayaaraha. Barnaamij aan ku eegno wararkii ugu dambeeyay ee caalamka iyo Soomaalida. Barnaamijka aroornimo ee soo bandhiga wararka gogoldhaca u ah maalinta iyo cayaaraha. Barnaamij aan ku eegno wararkii ugu dambeeyay ee caalamka iyo Soomaalida. © 2026 BBC. BBC masuul kama ahan macluumadka bogagga kale ee dibadda. Akhri xogta ku saabsan sida aan u abaarno bogagga dibadda.,https://www.bbc.com/somali/bbc_somali_radio/w1730b9rswhnqbm,bbc_scraped
somali,"Idaacadda Subaxnimo, 06/03/2026 GMT",Barnaamijka aroornimo ee soo bandhiga wararka gogoldhaca u ah maalinta iyo cayaaraha. Barnaamijka aroornimo ee soo bandhiga wararka gogoldhaca u ah maalinta iyo cayaaraha. Barnaamij aan ku eegno wararkii ugu dambeeyay ee caalamka iyo Soomaalida. Barnaamijka aroornimo ee soo bandhiga wararka gogoldhaca u ah maalinta iyo cayaaraha. Barnaamij aan ku eegno wararkii ugu dambeeyay ee caalamka iyo Soomaalida. © 2026 BBC. BBC masuul kama ahan macluumadka bogagga kale ee dibadda. Akhri xogta ku saabsan sida aan u abaarno bogagga dibadda.,https://www.bbc.com/somali/bbc_somali_radio/w1730bb5j7t2211,bbc_scraped
